taxonName,subtype,geographyName,geographyIso2,eventDescription,eventStartDate,hostName,taxonRank,caseCount,deathCount
"""H5N1 subtype""","""H5N1""","""Dagona""","""NG""","""NA""","""2022-03-31""","""Dendrocygna viduata""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Laguna El Parrillar""","""CL""","""NA""","""2023-04-03""","""Chloephaga picta""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Nonarivier""","""ZA""","""NA""","""2021-05-14""","""Alopochen aegyptiaca""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Riamarpark""","""ZA""","""NA""","""2021-10-25""","""Alopochen aegyptiaca""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Buffelsdrifrant""","""ZA""","""NA""","""2021-05-17""","""Alopochen aegyptiaca""","""Aves""",3,0
"""H5N1 subtype""","""H5N1""","""Bandb Mnandi Lodge""","""ZA""","""NA""","""2021-05-14""","""Alopochen aegyptiaca""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Las Parritas""","""CL""","""NA""","""2023-02-13""","""Netta rufina""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Las Parritas""","""CL""","""Cisne de cuelo negro con cianosis. Es trasladado a clínica veterinaria de centro de rescate de fauna Parque Tricao. Al resultado positivo se hace sacrificio sanitario de todas las aves alojadas en la clínica. Todas los cadáveres fueron enterrados Hubo acciones de limpieza y desinfección.""","""2023-02-13""","""Netta rufina""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Naka-kuyakusho""","""JP""","""NA""","""2022-12-07""","""Aythya marila""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Lauttasaari""","""FI""","""NA""","""2021-08-14""","""Mergus merganser""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Lågskär""","""AX""","""NA""","""2023-06-15""","""Somateria mollissima""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Canale Quarantina""","""IT""","""HPAI H5N1 was detected in Mandarin Duck (Aix galericulata) found dead""","""2022-12-14""","""Aix galericulata""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Carrilla Longaniza""","""MX""","""Se trata de una parvada de cercetas alizul que se encontraban en la Laguna de Xico, detectadas por la notificación debido a la presencia de signos clínicos y lesiones compatibles con la enfermedad.""","""2022-11-09""","""Spatula discors""","""Aves""",120,120
"""H5N1 subtype""","""H5N1""","""La Mina""","""MX""","""Se trata de una cerceta alizul, ave migratoria nativa de América, que se ubicaba en un humedal en la zona de Pequeros, en el municipio de Morelos, Jalisco, la cual no presentaba signología clínica.""","""2022-10-11""","""Spatula discors""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Re‘ut""","""IL""","""The bird gas been found near a big city (Modiin) and was brought to the Wildlife hospital, where it was euthanized. ""","""2023-01-19""","""Spatula clypeata""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Corte Pierina-Località Casaria""","""IT""","""HPAI H5N1 was detected in a Eurasian Wigeon Anas penelope found dead ""","""2022-12-23""","""Mareca penelope""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Ca' Zuliani""","""IT""","""HPAI H5N1 was detected in two Eurasian Wigeon Anas penelope found dead""","""2022-12-03""","""Mareca penelope""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Cascina Canove""","""IT""","""NA""","""2022-10-09""","""Mareca penelope""","""Aves""",3,"""NA"""
"""H5N1 subtype""","""H5N1""","""Ca'Pisani""","""IT""","""HPAI H5N1 was detected in  three Eurasian Wigeon Anas penelope hunted""","""2022-11-25""","""Mareca penelope""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Safari Ravenna""","""IT""","""HPAI H5N1 was detected in a Eurasian Wigeon Anas penelope hunted ""","""2022-12-01""","""Mareca penelope""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Bizen-shiyakusho""","""JP""","""NA""","""2023-01-30""","""Mareca penelope""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Kanonji-shiyakusho""","""JP""","""NA""","""2022-11-07""","""Mareca penelope""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Ca'Pisani""","""IT""","""Highly pathogenic avian influenza H5N1 viruses have been detected in four wigeons (Mareca penelope), shot in a hunting area.""","""2020-12-12""","""Mareca penelope""","""Aves""",4,0
"""H5N1 subtype""","""H5N1""","""Torre del Caligo - età medievale""","""IT""","""One highly pathogenic avian influenza H5N1 virus has been detected on 04/12/2020 in a wigeon (Mareca penelope) sampled after being shot in a hunting area.""","""2020-11-21""","""Mareca penelope""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Stroeërkoog""","""NL""","""On October 16th living Anas penelope (eurasian wigeon) were sampled in a duck decoy for scientific research, four (4) of the Anas penelope (eurasian wigeon) were tested positive for H5N1 on 27 October at a National Reference Laboratory.""","""2020-10-16""","""Mareca penelope""","""Aves""",4,0
"""H5N1 subtype""","""H5N1""","""Valle Pega""","""IT""","""HPAI H5N1 was detected in a Common Teal (Anas crecca) hunted""","""2022-11-16""","""Anas crecca""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Casone Figheri""","""IT""","""NA""","""2022-10-11""","""Anas crecca""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Valle Bertuzzi""","""IT""","""NA""","""2022-10-11""","""Anas crecca""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Capriano del Colle""","""IT""","""HPAI H5N1 was detected in a Common Teal (Anas crecca) hunted ""","""2022-12-19""","""Anas crecca""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Duomo""","""IT""","""HPAI H5N1 was detected in a Common Teal (Anas crecca) hunted""","""2022-12-20""","""Anas crecca""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Duomo""","""IT""","""HPAI H5N1 was detected in two Common Teal (Anas crecca) hunted""","""2022-12-16""","""Anas crecca""","""Aves""",2,"""NA"""
"""H5N1 subtype""","""H5N1""","""Hotel Bella Italia""","""IT""","""HPAI H5N1 was detected in a Common Teal (Anas crecca) hunted""","""2022-11-08""","""Anas crecca""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Bagnolo Mella""","""IT""","""HPAI H5N1 was detected in a Common Teal (Anas crecca) hunted""","""2022-11-20""","""Anas crecca""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Casone Figheri""","""IT""","""HPAI H5N1 was detected in a Common Teal (Anas crecca) found dead""","""2022-11-01""","""Anas crecca""","""Aves""",15,1
"""H5N1 subtype""","""H5N1""","""Casone Figheri""","""IT""","""HPAI H5N1 was detected in a 43 Common Teal (Anas crecca) by capture ""","""2022-10-25""","""Anas crecca""","""Aves""",43,"""NA"""
"""H5N1 subtype""","""H5N1""","""Casone Figheri""","""IT""","""HPAI H5N1 was detected in a Common Teal (Anas crecca) found dead""","""2022-11-15""","""Anas crecca""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Casa Cacciatori""","""IT""","""HPAI H5N1 was detected in a Common Teal (Anas crecca) hunted""","""2022-10-19""","""Anas crecca""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Casone Figheri""","""IT""","""HPAI H5N1 was detected in a Common Teal (Anas crecca) found dead""","""2022-11-01""","""Anas crecca""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Tivoli""","""IT""","""NA""","""2022-10-17""","""Anas crecca""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Ca Rossa""","""IT""","""NA""","""2022-09-22""","""Anas crecca""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Lova""","""IT""","""One highly pathogenic avian influenza H5N1 virus was detected on 04/12/2020 in a captured common teal (Anas crecca) sampled intra vitam.""","""2020-12-04""","""Anas crecca""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Lova""","""IT""","""Virus detected in a common teal (Anas crecca), has been characterized as the H5N1 subtype.""","""2020-12-11""","""Anas crecca""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Lova""","""IT""","""One highly pathogenic avian influenza H5N1 virus was detected on 04/12/2020 in a captured common teal (Anas crecca) sampled intra vitam.""","""2020-12-04""","""Anas crecca""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Holwerder Pier""","""NL""","""on November 2nd, one (1) Anas crecca (teal) was found dead in a wetland area. on November 5th the national reference laboratory confirmed HPAI virus H5N1 in the sample from the Anas crecca (teal).""","""2020-11-02""","""Anas crecca""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Boschi""","""IT""","""HPAI H5N1 was detected in Northern Pintail (Anas acuta) found dead""","""2022-11-02""","""Anas acuta""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Izumi-shiyakusho""","""JP""","""NA""","""2022-11-15""","""Anas acuta""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Pósthús, Litlatúni 3""","""IS""","""NA""","""2023-03-23""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""HaMa‘pil""","""IL""","""The mallard was found dead.""","""2022-12-29""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Laxia ton Kattoudion""","""CY""","""NA""","""2022-11-28""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Habersdorf""","""AT""","""NA""","""2023-05-31""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Tiroler Volkskunstmuseum""","""AT""","""NA""","""2023-05-08""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Sparchen""","""AT""","""NA""","""2023-01-30""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""courtyard by marriott wien messe""","""AT""","""NA""","""2023-01-25""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Grosshöbarten""","""AT""","""NA""","""2023-01-13""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Ehrenhöbarten""","""AT""","""NA""","""2023-01-13""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Brunnberg""","""AT""","""NA""","""2023-01-11""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Zögernsee""","""AT""","""NA""","""2023-01-14""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Mision Carlton Class Guadalajara""","""MX""","""Se trata de una parvada de patos (Anas platyrhynchos diazi), donde se identificaron algunos ejemplares muertos y con lesiones sugestivas a la enfermedad.""","""2022-11-23""","""Anas platyrhynchos""","""Aves""",15,15
"""H5N1 subtype""","""H5N1""","""Stokesley Castle Hill""","""GB""","""NA""","""2022-11-16""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Inishmore""","""GB""","""On 29-06-2022, 1 additional Mallard was found dead and tested positive for HPAI H5N1""","""2022-06-22""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Gazzo Veronese""","""IT""","""HPAI H5N1 was detected in a Mallard (Anas platyrhynchos) hunted""","""2022-11-15""","""Anas platyrhynchos""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Località Stradanuova""","""IT""","""HPAI H5N1 was detected in a Mallard (Anas platyrhynchos) hunted ""","""2022-11-07""","""Anas platyrhynchos""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Deserto""","""IT""","""HPAI H5N1 was detected in a Mallard (Anas platyrhynchos) found dead in the Municipality of Rosolina, province of Rovigo, Veneto region""","""2022-12-07""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Casalromano""","""IT""","""NA""","""2022-10-05""","""Anas platyrhynchos""","""Aves""",11,"""NA"""
"""H5N1 subtype""","""H5N1""","""Quinzano d'Oglio""","""IT""","""NA""","""2022-10-09""","""Anas platyrhynchos""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Casa Pedrelli""","""IT""","""NA""","""2022-10-11""","""Anas platyrhynchos""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Valle Bertuzzi""","""IT""","""NA""","""2022-10-11""","""Anas platyrhynchos""","""Aves""",8,"""NA"""
"""H5N1 subtype""","""H5N1""","""Guglia""","""IT""","""HPAI H5N1 was detected in a Mallard (Anas platyrhynchos) hunted""","""2022-10-25""","""Anas platyrhynchos""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Corte Val Vecchia""","""IT""","""HPAI H5N1 was detected in a Mallard (Anas platyrhynchos) hunted""","""2022-10-29""","""Anas platyrhynchos""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Valle Bertuzzi""","""IT""","""NA""","""2022-10-11""","""Anas platyrhynchos""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Valle Pega""","""IT""","""HPAI H5N1 was detected in a Mallard (Anas platyrhynchos) hunted""","""2022-10-19""","""Anas platyrhynchos""","""Aves""",1,"""NA"""
"""H5N1 subtype""","""H5N1""","""Iwata-shiyakusho""","""JP""","""NA""","""2022-12-26""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Sadowarachō-shimotajima""","""JP""","""NA""","""2023-01-11""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Hyūga-shiyakusho""","""JP""","""NA""","""2022-11-06""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Hakurindai-eki""","""JP""","""NA""","""2022-11-18""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Hajany""","""CZ""","""Commercial holding with 277 mallards.This outbreak was originally reported under outbreak ob_96719-Hajany, event evt_4052, as non-poultry. We agreed with the OIE support team that after registering it under a poultry event, the outbreak will be excluded from the non-poultry one.""","""2022-01-03""","""Anas platyrhynchos""","""Aves""",12,0
"""H5N1 subtype""","""H5N1""","""Šlažai""","""LT""","""The information about the dead mallard (Anas platyrhynchos) in the Šilute district municipality was received in the framework of passive surveillance. The wild duck was collected and delivered to the National Reference Laboratory .""","""2022-04-07""","""Anas platyrhynchos""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Perdekloof""","""ZA""","""NA""","""2021-06-01""","""Anas platyrhynchos""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Salinas El Convento""","""CL""","""NA""","""2023-02-20""","""Coscoroba coscoroba""","""Aves""",5,3
"""H5N1 subtype""","""H5N1""","""Agua Dulce""","""CL""","""NA""","""2023-03-23""","""Coscoroba coscoroba""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Estero Paredones""","""CL""","""NA""","""2023-04-02""","""Coscoroba coscoroba""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Chase""","""GB""","""On 20/10/2022 Three additional Canada Goose were found dead and tested positive for HPAI H5N1""","""2022-10-14""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""High Street""","""GB""","""NA""","""2022-11-18""","""Branta canadensis""","""Aves""",4,4
"""H5N1 subtype""","""H5N1""","""Beckton DLR Station""","""GB""","""NA""","""2022-11-24""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Batley High School""","""GB""","""NA""","""2022-11-25""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Batley High School""","""GB""","""UPDATE: On the 05-12-2022 1 Mute Swans were found dead and tested positive for HPAI H5N1""","""2022-11-25""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Southall Broadway""","""GB""","""NA""","""2022-11-29""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Penton Hook Marina""","""GB""","""On 24-11-22, 1 Canada Goose was found dead and tested positive for HPAI H5N1.

On 22/12/2022, three additional GREYLAG GOOSE were found dead and tested positive for HPAI H5N1

On 28/12/2022, one additional CANADA GOOSE was found dead and tested positive for HPAI H5N1

""","""2022-11-17""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Penton Hook Marina""","""GB""","""On 24-11-22, 1 Canada Goose was found dead and tested positive for HPAI H5N1.""","""2022-11-17""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Penton Hook Marina""","""GB""","""NA""","""2022-11-17""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Best Western Guide Post Hotel""","""GB""","""NA""","""2022-11-25""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Best Western Guide Post Hotel""","""GB""","""On 22/12/2022, 2 additional CANADA GOOSE were found dead and tested positive for HPAI H5N1""","""2022-11-25""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Bermuda""","""GB""","""NA""","""2022-12-23""","""Branta canadensis""","""Aves""",6,6
"""H5N1 subtype""","""H5N1""","""Killingworth""","""GB""","""NA""","""2023-01-01""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Hackington""","""GB""","""NA""","""2022-12-21""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Bishop Middleham Castle""","""GB""","""NA""","""2022-12-31""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Bishop Middleham Castle""","""GB""","""On the 20-01-2023 1 Common Buzzard was found dead and tested positive for HPAI H5N1 ""","""2022-12-31""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""North Stafford Britannia Hotel""","""GB""","""NA""","""2022-09-28""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""North Stafford Britannia Hotel""","""GB""","""On the 21-10-2022 additional 2 Mute Swan and 2 Canada Goose was found dead and tested positive for HPAI H5N1

On 04/11/2022 an additional Mute Swan and Canada Goose were found dead and tested positive for HPAI H5N1

On 04/11/2022 a Goosander and Greylag Goose were found dead and tested positive for HPAI H5N1

On 05/01/2022, one additional CANADA GOOSE was found dead and tested positive for HPAI H5N1

""","""2022-09-29""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""North Stafford Britannia Hotel""","""GB""","""On the 21-10-2022 additional 2 Mute Swan and 2 Canada Goose was found dead and tested positive for HPAI H5N1""","""2022-09-28""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""North Stafford Britannia Hotel""","""GB""","""On the 21-10-2022 additional 2 Mute Swan and 2 Canada Goose was found dead and tested positive for HPAI H5N1

On 04/11/2022 an additional Mute Swan and Canada Goose were found dead and tested positive for HPAI H5N1

On 04/11/2022 a Goosander and Greylag Goose were found dead and tested positive for HPAI H5N1

""","""2022-09-28""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Puddington""","""GB""","""NA""","""2023-04-13""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Pugneys Country Park""","""GB""","""Update from FUR n°3: On 18-10-2022, 1 additional Herring Gull was found dead and tested positive for HPAI H5N1.""","""2022-10-19""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Pugneys Country Park""","""GB""","""Update from FUR n°3: On 18-10-2022, 1 additional Herring Gull was found dead and tested positive for HPAI H5N1.

On 17-11-2022, 1 additional Canada Goose and 3 additional Mute Swan was found dead and tested positive for HPAI H5N1.

On 18-11-2022, 1 additional Canada Goose was found dead and tested positive for HPAI H5N1.

Update: On 06-12-2022, 3 additional Canada Goose were found dead and tested positive for HPAI H5N1.

On the 07-01-2023 additional 2 Canada Goose and 1 Greylag Goose was found dead and tested positive for HPAI H5N1""","""2022-10-19""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Pugneys Country Park""","""GB""","""Update from FUR n°3: On 18-10-2022, 1 additional Herring Gull was found dead and tested positive for HPAI H5N1.

On 17-11-2022, 1 additional Canada Goose and 3 additional Mute Swan was found dead and tested positive for HPAI H5N1.

On 18-11-2022, 1 additional Canada Goose was found dead and tested positive for HPAI H5N1.

Update: On 06-12-2022, 3 additional Canada Goose were found dead and tested positive for HPAI H5N1.

On the 07-01-2023 additional 2 Canada Goose and 1 Greylag Goose was found dead and tested positive for HPAI H5N1

On the 09-01-2023 additional 1 Common Buzzard  was found dead and tested positive for HPAI H5N1""","""2022-10-19""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Pugneys Country Park""","""GB""","""Update from FUR n°3: On 18-10-2022, 1 additional Herring Gull was found dead and tested positive for HPAI H5N1.

On 17-11-2022, 1 additional Canada Goose and 3 additional Mute Swan was found dead and tested positive for HPAI H5N1.

On 18-11-2022, 1 additional Canada Goose was found dead and tested positive for HPAI H5N1.

Update: On 06-12-2022, 3 additional Canada Goose were found dead and tested positive for HPAI H5N1.""","""2022-10-19""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Rotana Apartments""","""GB""","""On the 11-01-2023 1 additional Canada Goose was found dead and tested positive for HPAI H5N1""","""2022-12-11""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Rotana Apartments""","""GB""","""NA""","""2022-12-11""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Oxford Railway Station""","""GB""","""On the 05-01-2023 1 additional Canada Goose was found dead and tested positive for HPAI H5N1""","""2022-11-16""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Oxford Railway Station""","""GB""","""NA""","""2022-11-16""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Quality Hotel Andover""","""GB""","""On 27-02-2023, 1 Canada Goose was found dead and tested positive for HPAI H5N1.""","""2022-12-14""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Quality Hotel Andover""","""GB""","""NA""","""2022-12-14""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Pennine Acute Hospitals Trust""","""GB""","""On 09/05/2023, 3 Black-headed gulls were found dead and tested positive for HPAI H5N1""","""2023-01-30""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Pennine Acute Hospitals Trust""","""GB""","""NA""","""2023-01-30""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Quality Hotel Andover""","""GB""","""NA""","""2022-12-14""","""Branta canadensis""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Quality Hotel Andover""","""GB""","""On 27-02-2023, 1 Canada Goose was found dead and tested positive for HPAI H5N1.""","""2022-12-14""","""Branta canadensis""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Frogmore House""","""GB""","""On 21-02-2023, 2 Canada Goose was found dead and tested positive for HPAI H5N1. ""","""2023-01-04""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Frogmore House""","""GB""","""NA""","""2023-01-04""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Caerphilly Railway Station""","""GB""","""NA""","""2022-12-22""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Sandall Beat Wood""","""GB""","""NA""","""2022-12-15""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Sandall Beat Wood""","""GB""","""On 17-04-2023, 1 Eurasian Buzzard was found dead and tested positive for HPAI H5N1""","""2022-12-15""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Horsell""","""GB""","""NA""","""2022-12-09""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Rotana Apartments""","""GB""","""NA""","""2022-12-11""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Rotana Apartments""","""GB""","""On the 11-01-2023 1 additional Canada Goose was found dead and tested positive for HPAI H5N1""","""2022-12-11""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Church And Oswaldtwistle Railway Station""","""GB""","""""","""2022-11-24""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Church And Oswaldtwistle Railway Station""","""GB""","""UPDATE: On 10-12-2022 , 1 additional Canada Goose was found dead and tested positive for HPAI H5N1. ""","""2022-11-24""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Hotel BMR""","""GB""","""Update from FUR n°3: On 20-10-2022, 2 additional Canada Goose was found dead and tested positive for HPAI H5N1.

On the 23-10- 2022 5 additional Canada Goose and on the 24-10-2022 1 Canada Goose was found dead and tested positive for HPAI H5N1

On 25/10/2022 2 additional Canada Goose were found dead and tested positive for HPAI H5N1

On 28/10/2022 one Grey Heron was found dead and tested positive for HPAI H5N1.

On 28/10/2022 one Mute Swan was found dead and tested positive for HPAI H5N1.""","""2022-10-11""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Hotel BMR""","""GB""","""Update from FUR n°3: On 20-10-2022, 2 additional Canada Goose was found dead and tested positive for HPAI H5N1.""","""2022-10-11""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Hotel BMR""","""GB""","""NA""","""2022-10-11""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Hotel BMR""","""GB""","""Update from FUR n°3: On 20-10-2022, 2 additional Canada Goose was found dead and tested positive for HPAI H5N1.

On the 23-10- 2022 5 additional Canada Goose and on the 24-10-2022 1 Canada Goose was found dead and tested positive for HPAI H5N1

On 25/10/2022 2 additional Canada Goose were found dead and tested positive for HPAI H5N1

On 28/10/2022 one Grey Heron was found dead and tested positive for HPAI H5N1.

On 28/10/2022 one Mute Swan was found dead and tested positive for HPAI H5N1.

On 06/12/2022 three additional CANADA GOOSE were found dead and tested positive for HPAI H5N1.""","""2022-10-11""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Hotel BMR""","""GB""","""Update from FUR n°3: On 20-10-2022, 2 additional Canada Goose was found dead and tested positive for HPAI H5N1.

On the 23-10- 2022 5 additional Canada Goose and on the 24-10-2022 1 Canada Goose was found dead and tested positive for HPAI H5N1

On 25/10/2022 2 additional Canada Goose were found dead and tested positive for HPAI H5N1

On 28/10/2022 one Grey Heron was found dead and tested positive for HPAI H5N1.

On 28/10/2022 one Mute Swan was found dead and tested positive for HPAI H5N1.

On 06/12/2022 three additional CANADA GOOSE were found dead and tested positive for HPAI H5N1.
On 01/03/2023 one Black-headed Gull was found dead and tested positive for HPAI H5N1""","""2022-10-11""","""Branta canadensis""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Osterley Park Hotel""","""GB""","""NA""","""2022-12-14""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Springfield""","""GB""","""NA""","""2022-12-02""","""Branta canadensis""","""Aves""",2,2
"""H5N1 subtype""","""H5N1""","""Kirklees Priory""","""GB""","""NA""","""2022-12-02""","""Branta canadensis""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Pugneys Country Park""","""GB""","""Update from FUR n°3: On 18-10-2022, 1 additional Herring Gull was found dead and tested positive for HPAI H5N1.""","""2022-10-19""","""Branta canadensis""","""Aves""",3,3
