data,yearMonth,geo,species,flu,monthlyCases
"""FluNet""","""2019-8""","""New Caledonia""","""Homo sapiens""","""Influenza A virus""",31
"""FluNet""","""2019-8""","""Bangladesh""","""Homo sapiens""","""Influenza A virus""",29
"""FluNet""","""2019-8""","""Bhutan""","""Homo sapiens""","""Influenza A virus""",29
"""FluNet""","""2019-8""","""Nicaragua""","""Homo sapiens""","""Influenza A virus""",26
"""FluNet""","""2019-8""","""New Zealand""","""Homo sapiens""","""Influenza A virus""",25
"""FluNet""","""2019-8""","""Myanmar""","""Homo sapiens""","""Influenza A virus""",24
"""FluNet""","""2019-8""","""Sweden""","""Homo sapiens""","""Influenza A virus""",23
"""FluNet""","""2019-8""","""Zambia""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2019-8""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2019-8""","""Honduras""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2019-8""","""Saudi Arabia""","""Homo sapiens""","""Influenza A virus""",18
"""FluNet""","""2019-8""","""Ghana""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2019-8""","""Uganda""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2019-8""","""Oman""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2019-8""","""Cuba""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2019-8""","""Ireland""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2019-8""","""Paraguay""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2019-8""","""Uruguay""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2019-8""","""Dominican Republic""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2019-8""","""Denmark""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2019-8""","""Mauritius""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2019-8""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2019-8""","""Singapore""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2019-8""","""Peru""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2019-8""","""Indonesia""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2019-8""","""Colombia""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2019-8""","""Kuwait""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2019-8""","""Kenya""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2019-8""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2019-8""","""Costa Rica""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2019-8""","""Spain""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2019-8""","""Nigeria""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2019-8""","""Madagascar""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2019-8""","""Philippines""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2019-8""","""Guatemala""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2019-8""","""Burkina Faso""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2019-8""","""Guinea""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2019-8""","""Saint Lucia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-8""","""Niger""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-8""","""Egypt""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-8""","""Trinidad and Tobago""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-8""","""Japan""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-8""","""Jamaica""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-8""","""Finland""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-8""","""El Salvador""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-8""","""Barbados""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-8""","""Mali""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-8""","""Suriname""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-8""","""Belize""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-8""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-8""","""Fiji""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-8""","""Estonia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-9""","""Qatar""","""Homo sapiens""","""Influenza A virus""",1077
"""FluNet""","""2019-9""","""Australia""","""Homo sapiens""","""Influenza A virus""",666
"""FluNet""","""2019-9""","""China""","""Homo sapiens""","""Influenza A virus""",529
"""FluNet""","""2019-9""","""Argentina""","""Homo sapiens""","""Influenza A virus""",403
"""FluNet""","""2019-9""","""Nicaragua""","""Homo sapiens""","""Influenza A virus""",345
"""FluNet""","""2019-9""","""India""","""Homo sapiens""","""Influenza A virus""",287
"""FluNet""","""2019-9""","""Nepal""","""Homo sapiens""","""Influenza A virus""",244
"""FluNet""","""2019-9""","""Senegal""","""Homo sapiens""","""Influenza A virus""",164
"""FluNet""","""2019-9""","""Canada""","""Homo sapiens""","""Influenza A virus""",147
"""FluNet""","""2019-9""","""Norway""","""Homo sapiens""","""Influenza A virus""",88
"""FluNet""","""2019-9""","""Chile""","""Homo sapiens""","""Influenza A virus""",75
"""FluNet""","""2019-9""","""Oman""","""Homo sapiens""","""Influenza A virus""",72
"""FluNet""","""2019-9""","""Mexico""","""Homo sapiens""","""Influenza A virus""",64
"""FluNet""","""2019-9""","""Togo""","""Homo sapiens""","""Influenza A virus""",52
"""FluNet""","""2019-9""","""Philippines""","""Homo sapiens""","""Influenza A virus""",51
"""FluNet""","""2019-9""","""Niger""","""Homo sapiens""","""Influenza A virus""",42
"""FluNet""","""2019-9""","""Brazil""","""Homo sapiens""","""Influenza A virus""",37
"""FluNet""","""2019-9""","""Zambia""","""Homo sapiens""","""Influenza A virus""",32
"""FluNet""","""2019-9""","""Kuwait""","""Homo sapiens""","""Influenza A virus""",31
"""FluNet""","""2019-9""","""Thailand""","""Homo sapiens""","""Influenza A virus""",29
"""FluNet""","""2019-9""","""Honduras""","""Homo sapiens""","""Influenza A virus""",26
"""FluNet""","""2019-9""","""Denmark""","""Homo sapiens""","""Influenza A virus""",26
"""FluNet""","""2019-9""","""Japan""","""Homo sapiens""","""Influenza A virus""",24
"""FluNet""","""2019-9""","""Colombia""","""Homo sapiens""","""Influenza A virus""",23
"""FluNet""","""2019-9""","""Cuba""","""Homo sapiens""","""Influenza A virus""",22
"""FluNet""","""2019-9""","""Saudi Arabia""","""Homo sapiens""","""Influenza A virus""",21
"""FluNet""","""2019-9""","""Mauritania""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2019-9""","""Bangladesh""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2019-9""","""Ireland""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2019-9""","""Bhutan""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2019-9""","""Ghana""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2019-9""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2019-9""","""Myanmar""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2019-9""","""Jamaica""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2019-9""","""Nigeria""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2019-9""","""Singapore""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2019-9""","""Indonesia""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2019-9""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2019-9""","""Peru""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2019-9""","""Mali""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2019-9""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2019-9""","""Sweden""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2019-9""","""Burkina Faso""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2019-9""","""Mauritius""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2019-9""","""South Africa""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2019-9""","""New Caledonia""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2019-9""","""Madagascar""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2019-9""","""Uruguay""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2019-9""","""Uganda""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2019-9""","""Malta""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2019-9""","""Guatemala""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2019-9""","""Finland""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2019-9""","""Egypt""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2019-9""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2019-9""","""Spain""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2019-9""","""France""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2019-9""","""Martinique""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2019-9""","""Romania""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2019-9""","""El Salvador""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2019-9""","""Kenya""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2019-9""","""Paraguay""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Greece""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Germany""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Costa Rica""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Trinidad and Tobago""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Barbados""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Haiti""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Suriname""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Dominican Republic""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2019-9""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-9""","""Anguilla""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-9""","""Seychelles""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2019-9""","""Czechia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-1""","""China""","""Homo sapiens""","""Influenza A virus""",26385
"""FluNet""","""2020-1""","""Canada""","""Homo sapiens""","""Influenza A virus""",16745
"""FluNet""","""2020-1""","""Norway""","""Homo sapiens""","""Influenza A virus""",10460
"""FluNet""","""2020-1""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",7783
"""FluNet""","""2020-1""","""Spain""","""Homo sapiens""","""Influenza A virus""",7116
"""FluNet""","""2020-1""","""France""","""Homo sapiens""","""Influenza A virus""",7028
"""FluNet""","""2020-1""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",3576
"""FluNet""","""2020-1""","""Austria""","""Homo sapiens""","""Influenza A virus""",3114
"""FluNet""","""2020-1""","""Denmark""","""Homo sapiens""","""Influenza A virus""",3088
"""FluNet""","""2020-1""","""Portugal""","""Homo sapiens""","""Influenza A virus""",2496
"""FluNet""","""2020-1""","""Sweden""","""Homo sapiens""","""Influenza A virus""",2443
"""FluNet""","""2020-1""","""Qatar""","""Homo sapiens""","""Influenza A virus""",2072
"""FluNet""","""2020-1""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",1912
"""FluNet""","""2020-1""","""Italy""","""Homo sapiens""","""Influenza A virus""",1256
"""FluNet""","""2020-1""","""Mongolia""","""Homo sapiens""","""Influenza A virus""",1190
"""FluNet""","""2020-1""","""Mexico""","""Homo sapiens""","""Influenza A virus""",837
"""FluNet""","""2020-1""","""Romania""","""Homo sapiens""","""Influenza A virus""",588
"""FluNet""","""2020-1""","""Bulgaria""","""Homo sapiens""","""Influenza A virus""",494
"""FluNet""","""2020-1""","""Serbia""","""Homo sapiens""","""Influenza A virus""",440
"""FluNet""","""2020-1""","""Poland""","""Homo sapiens""","""Influenza A virus""",412
"""FluNet""","""2020-1""","""Ireland""","""Homo sapiens""","""Influenza A virus""",412
"""FluNet""","""2020-1""","""Greece""","""Homo sapiens""","""Influenza A virus""",317
"""FluNet""","""2020-1""","""Germany""","""Homo sapiens""","""Influenza A virus""",311
"""FluNet""","""2020-1""","""Australia""","""Homo sapiens""","""Influenza A virus""",288
"""FluNet""","""2020-1""","""Hungary""","""Homo sapiens""","""Influenza A virus""",250
"""FluNet""","""2020-1""","""Malta""","""Homo sapiens""","""Influenza A virus""",202
"""FluNet""","""2020-1""","""Estonia""","""Homo sapiens""","""Influenza A virus""",202
"""FluNet""","""2020-1""","""Czechia""","""Homo sapiens""","""Influenza A virus""",166
"""FluNet""","""2020-1""","""Albania""","""Homo sapiens""","""Influenza A virus""",164
"""FluNet""","""2020-1""","""Saudi Arabia""","""Homo sapiens""","""Influenza A virus""",155
"""FluNet""","""2020-1""","""Kuwait""","""Homo sapiens""","""Influenza A virus""",144
"""FluNet""","""2020-1""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",139
"""FluNet""","""2020-1""","""Morocco""","""Homo sapiens""","""Influenza A virus""",127
"""FluNet""","""2020-1""","""Ukraine""","""Homo sapiens""","""Influenza A virus""",114
"""FluNet""","""2020-1""","""Lithuania""","""Homo sapiens""","""Influenza A virus""",114
"""FluNet""","""2020-1""","""Belgium""","""Homo sapiens""","""Influenza A virus""",103
"""FluNet""","""2020-1""","""Egypt""","""Homo sapiens""","""Influenza A virus""",102
"""FluNet""","""2020-1""","""Indonesia""","""Homo sapiens""","""Influenza A virus""",101
"""FluNet""","""2020-1""","""Afghanistan""","""Homo sapiens""","""Influenza A virus""",88
"""FluNet""","""2020-1""","""Montenegro""","""Homo sapiens""","""Influenza A virus""",82
"""FluNet""","""2020-1""","""Kyrgyzstan""","""Homo sapiens""","""Influenza A virus""",74
"""FluNet""","""2020-1""","""Cuba""","""Homo sapiens""","""Influenza A virus""",70
"""FluNet""","""2020-1""","""Iceland""","""Homo sapiens""","""Influenza A virus""",64
"""FluNet""","""2020-1""","""Latvia""","""Homo sapiens""","""Influenza A virus""",62
"""FluNet""","""2020-1""","""Brazil""","""Homo sapiens""","""Influenza A virus""",61
"""FluNet""","""2020-1""","""Israel""","""Homo sapiens""","""Influenza A virus""",60
"""FluNet""","""2020-1""","""Kazakhstan""","""Homo sapiens""","""Influenza A virus""",56
"""FluNet""","""2020-1""","""Azerbaijan""","""Homo sapiens""","""Influenza A virus""",56
"""FluNet""","""2020-1""","""Slovakia""","""Homo sapiens""","""Influenza A virus""",50
"""FluNet""","""2020-1""","""Singapore""","""Homo sapiens""","""Influenza A virus""",48
"""FluNet""","""2020-1""","""North Macedonia""","""Homo sapiens""","""Influenza A virus""",42
"""FluNet""","""2020-1""","""Lebanon""","""Homo sapiens""","""Influenza A virus""",42
"""FluNet""","""2020-1""","""Thailand""","""Homo sapiens""","""Influenza A virus""",38
"""FluNet""","""2020-1""","""Luxembourg""","""Homo sapiens""","""Influenza A virus""",36
"""FluNet""","""2020-1""","""Georgia""","""Homo sapiens""","""Influenza A virus""",32
"""FluNet""","""2020-1""","""Japan""","""Homo sapiens""","""Influenza A virus""",31
"""FluNet""","""2020-1""","""Iraq""","""Homo sapiens""","""Influenza A virus""",30
"""FluNet""","""2020-1""","""Turkey""","""Homo sapiens""","""Influenza A virus""",27
"""FluNet""","""2020-1""","""Ecuador""","""Homo sapiens""","""Influenza A virus""",26
"""FluNet""","""2020-1""","""Oman""","""Homo sapiens""","""Influenza A virus""",24
"""FluNet""","""2020-1""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",24
"""FluNet""","""2020-1""","""Nepal""","""Homo sapiens""","""Influenza A virus""",23
"""FluNet""","""2020-1""","""Tajikistan""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2020-1""","""Martinique""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2020-1""","""Zambia""","""Homo sapiens""","""Influenza A virus""",18
"""FluNet""","""2020-1""","""Mali""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2020-1""","""Haiti""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2020-1""","""Colombia""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2020-1""","""United Arab Emirates""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2020-1""","""Dominican Republic""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2020-1""","""Croatia""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2020-1""","""Jordan""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2020-1""","""Peru""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2020-1""","""Bahrain""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2020-1""","""Guatemala""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2020-1""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2020-1""","""Chile""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2020-1""","""Algeria""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2020-1""","""Belize""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2020-1""","""Panama""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2020-1""","""Finland""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2020-1""","""Honduras""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2020-1""","""Suriname""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-1""","""Maldives""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-1""","""Philippines""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-1""","""Nicaragua""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-1""","""Mauritius""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-1""","""Belarus""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-1""","""Yemen""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-1""","""Senegal""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-1""","""Argentina""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-1""","""Sri Lanka""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-1""","""Bhutan""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-1""","""Barbados""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-1""","""Togo""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-1""","""Nigeria""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-1""","""Jamaica""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-1""","""Burkina Faso""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-1""","""Bangladesh""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-1""","""Ghana""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-1""","""Mozambique""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-1""","""Guadeloupe""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-1""","""Costa Rica""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-1""","""Cayman Islands""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-1""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-1""","""South Africa""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-1""","""Kenya""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-1""","""Central African Republic""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-10""","""Senegal""","""Homo sapiens""","""Influenza A virus""",61
"""FluNet""","""2020-10""","""Bangladesh""","""Homo sapiens""","""Influenza A virus""",26
"""FluNet""","""2020-10""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",24
"""FluNet""","""2020-10""","""Mauritania""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2020-10""","""Tajikistan""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2020-10""","""Niger""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2020-10""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2020-10""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2020-10""","""India""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2020-10""","""China""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2020-10""","""Burkina Faso""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2020-10""","""Timor-Leste""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2020-10""","""Canada""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2020-10""","""France""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-10""","""Slovakia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-10""","""Togo""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-10""","""Norway""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-10""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-10""","""Spain""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-10""","""Oman""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-10""","""Nicaragua""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-10""","""Honduras""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-10""","""Denmark""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-11""","""Canada""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2020-11""","""China""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2020-11""","""Ghana""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2020-11""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2020-11""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2020-11""","""Timor-Leste""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2020-11""","""Niger""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2020-11""","""Thailand""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2020-11""","""Mauritania""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2020-11""","""Senegal""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2020-11""","""Egypt""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-11""","""Zambia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-11""","""Burkina Faso""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-11""","""Slovakia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-11""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-11""","""India""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-11""","""Sweden""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-11""","""France""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-11""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-11""","""Togo""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-11""","""Bangladesh""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-12""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",23
"""FluNet""","""2020-12""","""China""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2020-12""","""Ghana""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2020-12""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2020-12""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2020-12""","""Niger""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2020-12""","""India""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-12""","""Timor-Leste""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2020-12""","""Denmark""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-12""","""Thailand""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-12""","""Portugal""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2020-12""","""Nepal""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-12""","""Canada""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2020-12""","""Estonia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-12""","""Mexico""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-12""","""Burkina Faso""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-12""","""Sweden""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-12""","""Kenya""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2020-2""","""Canada""","""Homo sapiens""","""Influenza A virus""",13346
"""FluNet""","""2020-2""","""Norway""","""Homo sapiens""","""Influenza A virus""",9698
"""FluNet""","""2020-2""","""France""","""Homo sapiens""","""Influenza A virus""",5269
"""FluNet""","""2020-2""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",5054
"""FluNet""","""2020-2""","""Denmark""","""Homo sapiens""","""Influenza A virus""",3018
"""FluNet""","""2020-2""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",2900
"""FluNet""","""2020-2""","""Sweden""","""Homo sapiens""","""Influenza A virus""",2293
"""FluNet""","""2020-2""","""Austria""","""Homo sapiens""","""Influenza A virus""",2169
"""FluNet""","""2020-2""","""Spain""","""Homo sapiens""","""Influenza A virus""",1742
"""FluNet""","""2020-2""","""China""","""Homo sapiens""","""Influenza A virus""",1613
"""FluNet""","""2020-2""","""Italy""","""Homo sapiens""","""Influenza A virus""",1493
"""FluNet""","""2020-2""","""Qatar""","""Homo sapiens""","""Influenza A virus""",1462
"""FluNet""","""2020-2""","""Portugal""","""Homo sapiens""","""Influenza A virus""",1376
"""FluNet""","""2020-2""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",1165
"""FluNet""","""2020-2""","""Serbia""","""Homo sapiens""","""Influenza A virus""",694
"""FluNet""","""2020-2""","""Poland""","""Homo sapiens""","""Influenza A virus""",669
"""FluNet""","""2020-2""","""Hungary""","""Homo sapiens""","""Influenza A virus""",354
"""FluNet""","""2020-2""","""Romania""","""Homo sapiens""","""Influenza A virus""",322
